id,created_at,text
1134081430668005377,Thu May 30 12:57:37 +0000 2019,@akariko3dayo 僕が余計に一言言っちゃって、それに対しての答えがその言葉だったのさ。まぁ仕方ないかなぁと思うよ…それでもね、辛いや笑
1134078099442659328,Thu May 30 12:44:23 +0000 2019,次男の素行が悪いからお説教してたら旦那が一言「お前らうるさい。」その言葉にブチ切れて2人まとめて怒鳴り散らしてやったらHPが0になったので寝室に閉じこもってカメラロールにある白服さん見て気持ち落ち着かせてたら愛猫🐱が黙って寄り… https://t.co/dGMos6FfiD
1134066952446459905,Thu May 30 12:00:06 +0000 2019,@tumikipp ある女友達が彼の家に泊まっていたのですが、次の日生理痛が酷くうずくまっていると、「辛いなら仕事休みな」と声をかけてくれたのもあり、仕事をお休みしました。「ゆっくりやすめよ。」と出て行き、帰宅してきた彼から一言。… https://t.co/PS1dAmRgm6
1134042162457276416,Thu May 30 10:21:35 +0000 2019,@siosiba0211 辛いよな…あいつら本当は何も考えないで物言ってるだけなんだよな…こっちはその一言にすっごい悩んでるのにね。ずっと引きずって生きてくのに無神経だよな…しおちゃん。嫌なことあったら相談乗るよ。しおちゃは凄くいい子なの僕が知ってるからね！
1134036038496612352,Thu May 30 09:57:15 +0000 2019,人に恥じる様な仕事はしてないのに、一番近くにいる人に認めてもらえない事が何よりもしんどい。今自分に出来る事を精一杯頑張って何が悪い？みんなに、頑張ってるね、ってたくさん言ってもらっても近くの人のその一言が辛い、苦しい。
1134033975876259841,Thu May 30 09:49:03 +0000 2019,うちを担当してくれてる保険屋さんが、「お仕事どうですか？色々辛いこともあるとは思いますが、3年は続けた方が良いですよ」って。え、なんであなたにそんなこと言われなきゃならんの？？？？？古い考え持ってるのは良いけど、それを他人に押… https://t.co/wPm7S7brqU
1134013566091026432,Thu May 30 08:27:57 +0000 2019,でも京子ちゃんが直接ツナさんにその当たり前を伝える場面は1回しかなくて、でもあの一言がわたしの(わたしの)心をガンガンに殴ったので京子ちゃんの「無茶しないで…」は伝説当たり前のように優しい京子ちゃんが祈るとき、応援してるねって笑… https://t.co/08xvOq7YVn
1134002593712054272,Thu May 30 07:44:21 +0000 2019,全てが完璧な人なんていないよね？ねぇ、なんで？「辛いふりしてるだけ」なんでそんなこと言うの？関係なくせに。リアルで知り合いの人なんてみんな嫌い。酷いことばっか言うんだね。そんなに病んでる私が憎い？… https://t.co/LW5AgNX2d3
1133965305464512512,Thu May 30 05:16:11 +0000 2019,好きな人ができると、辛いことっていっぱいある。仲がいい男友達だとなおさら。向こうはふざけて｢おデブ｣｢ぽちゃぽちゃ｣っていじってくるけど、実はその一言一言がグサッときてる。可愛くならたいってその度に思う。でも、今なら言える。けなされたあの言葉が、全部最高のアドバイスだったって。
1133900687090130945,Thu May 30 00:59:25 +0000 2019,「バイバイ」 その一言が 今の私に辛い
